,"Studierenden-Statistik "
,"WS 2012/13"
,,
§PAGEBREAK
,"I n h a l t",,Seite
,"Production and Operations Management",(680),,8,,7,1,0,0,3,1,4,1,3,4,0,,,
,"Service Management Engineering",(682),,15,,10,5,0,0,11,2,13,2,0,2,0,,,
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,,,,
,Studienkolleg,(196),202,202,,65,135,0,1,1,0,1,128,73,201,1
,,,,,,,,,,,,,,,,,,,
,Insgesamt,,23905,23905,,17359,4708,1365,96,14899,5147,20046,2584,1275,3859,377,,,,,
,,,,,,,,,,,,,,,,,,,,,
*,"Studiengang wird von der Fakultät für Informatik und von der Fakultät für Wirtschaftswissenschaften angeboten",
**,"Studiengang wird von der Fakultät für Maschinenbau und von der Fakultät für Elektrotechnik und Informationstechnik angeboten",
,,
,,
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,Insgesamt,,davon,Deutsche,,,Ausländer,,,männlich,,,weiblich,,
,,Fakultät,Fach,,"Erst-
immatr.",Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Mathematik",,,,,,,,,,,,,,,,
,Mathematik,223,217,,149,42,5,16,5,0,109,32,5,56,15,0
,Technomathematik,,3,,0,3,0,0,0,0,0,1,0,0,2,0
,Wirtschaftsmathematik,,3,,0,2,0,0,1,0,0,3,0,0,0,0
"Fakultät für Physik",,,,,,,,,,,,,,,,
,Geophysik,413,51,,30,19,0,1,1,0,21,16,0,10,4,0
,Meteorologie,,49,,38,9,1,1,0,0,25,7,0,14,2,1
,Physik,,313,,194,88,11,13,5,2,175,72,11,32,21,2
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,
,Biologie,393,152,,76,55,5,11,2,3,28,19,4,59,38,4
,Chemie,,144,,95,26,7,12,3,1,77,21,7,30,8,1
,"Chemische Biologie",,47,,25,17,0,2,2,1,15,6,0,12,13,1
,Lebensmittelchemie,,50,,38,5,0,6,1,0,8,2,0,36,4,0
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,
,"Deutsch / Germanistik",386,116,,62,33,4,17,0,0,24,11,1,55,22,3
,"Europ. Kult./Ideengeschichte",,97,,47,40,4,5,1,0,22,24,0,30,17,4
,Geschichte,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Literaturwissenschaft,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Pädagogik,,28,,14,13,0,1,0,0,1,1,0,14,12,0
,"Ingenieurpädagogik Bautechnik",,3,,0,2,0,1,0,0,1,2,0,0,0,0
,"Ingenieurpädagogik Metalltechnik",,12,,5,5,0,2,0,0,5,4,0,2,1,0
,"Ingenieurpädagogik Elektrotechnik",,5,,0,5,0,0,0,0,0,3,0,0,2,0
,Philosophie,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Soziologie,,0,,0,0,0,0,0,0,0,0,0,0,0,0,
,"Sport Gesamt",,77,,48,22,4,3,0,0,36,13,3,15,9,1,
,"Wissenschaft, Medien-Kommunikation",,48,,37,7,0,2,2,0,16,3,0,23,6,0
"Fakultät für Architektur",,,,,,,,,,,,,,,,
,Altbauinstandsetzung,274,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Architektur,,188,,74,47,1,61,2,3,48,24,2,87,25,2
,Kunstgeschichte,,86,,53,29,0,2,2,0,7,9,0,48,22,0
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,Insgesamt,,davon,Deutsche,,,Ausländer,,,männlich,,,weiblich,,
,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,
,"Angewandte Geowissenschaft",628,113,,72,34,0,4,3,0,50,25,0,26,12,0
,Bauingenieurwesen,,392,,249,49,4,82,6,2,229,36,4,102,19,2
,"Geodäsie und Geoinformatik",,37,,26,5,0,2,4,0,18,6,0,10,3,0
,Geographie,,13,,5,7,1,0,0,0,4,4,1,1,3,0
,Geoökologie,,48,,28,10,4,6,0,0,14,3,0,20,7,4
,Geologie,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Mineralogie,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Regionalwissenschaft,,16,,0,5,0,9,2,0,3,2,0,6,5,0
,"Resources Engineering",,9,,0,1,0,8,0,0,6,1,0,2,0,0
"Fakultät für Maschinenbau",,,,,,,,,,,,,,,,
,Energietechnik,1106,3,,0,1,0,2,0,0,0,1,0,2,0,0
,"Energy Technologies",,31,,0,3,0,27,1,0,22,3,0,5,1,0
,Maschinenbau,,1018,,528,189,9,261,25,6,675,188,13,114,26,2
,"Materialwissenschaft und Werkstoffe",,54,,33,4,0,15,2,0,30,4,0,18,2,0
"Fakultät für Chemieingenieurwesen und Verfahrenstechnik",,,,,,,,,,,,,,,,
,Bioingenieurwesen,399,82,,64,12,0,6,0,0,37,7,0,33,5,0
,"Chemieingenieurwesen
und Verfahrenstechnik",,302,,200,46,0,53,2,1,168,36,1,85,12,0
,"Naturwissenschaft und Technik",,15,,1,13,0,0,1,0,1,12,0,0,2,0
,"Utilities and Waste - Sustainable Processing",,0,,0,0,0,0,0,0,0,0,0,0,0,0
"Fakultät für Elektrotechnik und Informationstechnik",,,,,,,,,,,,,,,,
,"Electrical Engineering and Information Technologies",514,0,,0,0,0,0,0,0,0,0,0,0,0,0
,"Elektrotechnik und Informationstechnik",,484,,279,77,4,109,14,1,342,83,5,46,8,0
,"Optics and Photonics",,30,,0,6,0,19,5,0,14,7,0,5,4,0
§PAGEBREAK
"Statistik 4 - (Studienanfänger nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,Insgesamt,,davon,Deutsche,,,Ausländer,,,männlich,,,weiblich,,
,,Fakultät,Fach,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,,Erst-immatr.,Neuimmatrikulierte,
,,,,,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.,,1.FSem.,höh.Sem.
"Fakultät für Informatik",,,,,,,,,,,,,,,,
,Informatik,681,681,,464,95,2,103,14,3,506,87,4,61,22,1
"Fakultät für Wirtschaftswissenschaften",,,,,,,,,,,,,,,,
,"Technische Volkswirtschaft",733,51,,25,17,1,6,2,0,23,16,0,8,3,1
,Volkswirtschaft,,0,,0,0,0,0,0,0,0,0,0,0,0,0
,Wirtschaftsingenieurwesen,,682,,436,144,2,84,13,3,363,113,3,157,44,2
"Interfakultative Studiengänge",,,,,,,,,,,,,,,,
,"Informationswirtschaft *",271,186,,110,43,0,30,3,0,111,36,0,29,10,0
,"Mechatronik **",,0,,0,0,0,0,0,0,0,0,0,0,0,0
,"Mechatronik und Informationstechnik **",,85,,65,6,0,11,3,0,74,9,0,2,0,0
"International Department",,,,,,,,,,,,,,,,
,"Embedded Systems Engineering",12,0,,0,0,0,0,0,0,0,0,0,0,0,0
,"Energy Engineering and Management",,3,,1,2,0,0,0,0,0,2,0,1,0,0
,"Financial Engineering",,0,,0,0,0,0,0,0,0,0,0,0,0,0
,"Green Mobility Engineering",,3,,3,0,0,0,0,0,3,0,0,0,0,0
,"Management of Product Development",,0,,0,0,0,0,0,0,0,0,0,0,0,0
,"Production and Operations Management",,1,,1,0,0,0,0,0,1,0,0,0,0,0
,"Service Management Engineering",,5,,5,0,0,0,0,0,5,0,0,0,0,0
"Keiner Fakultät angehörend",,,,,,,,,,,,,,,,
,Studienkolleg,136,136,,1,0,0,134,0,1,84,0,0,51,0,1
,,,,,,,,,,,,,,,,
,Insgesamt,6169,6169,,3581,1238,69,1127,127,27,3401,954,64,1307,411,32
,,,,,,
*,"Studiengang wird von der Fakultät für Informatik und von der Fakultät für Wirtschaftswissenschaften angeboten"
**,"Studiengang wird von der Fakultät für Maschinenbau und von der Fakultät für Elektrotechnik und Informationstechnik angeboten"
§PAGEBREAK
"Statistik 5 - (Studentinnen nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,"                  Gesamt",,davon,"Rück-
melder","Erst-
immatr.","        Neuimmatrikulierte",,beurlaubt
,,Fakultät,Fach,,,,1.FachSem.,höh.Fachsem.,
,,,,,,,,,,,,,,,,
"Fakultät für Mathematik",,,,,,,,,,,,,,,,
,Mathematik,383,301,,224,56,15,0,6,,,,,,,
,Technomathematik,,13,,11,0,2,0,0,,,,,,,
,Wirtschaftsmathematik,,69,,67,0,0,0,2,,,,,,,
"Fakultät für Physik",,,,,,,,,,,,,,,,
,Geophysik,301,35,,21,10,4,0,0,,,,,,,
,Meteorologie,,54,,36,14,2,1,1,,,,,,,
,Physik,,212,,155,32,21,2,2,,,,,,,
"Fakultät für Chemie und Biowissenschaften",,,,,,,,,,,,,,,,
,Biologie,790,330,,229,59,38,4,0,,,,,,,
,Chemie,,231,,190,30,8,1,2,,,,,,,
,"Chemische Biologie",,67,,41,12,13,1,0,,,,,,,
,Lebensmittelchemie,,162,,120,36,4,0,2,,,,,,,
"Fakultät für Geistes- und Sozialwissenschaften",,,,,,,,,,,,,,,,,,,,
,"Deutsch / Germanistik",871,399,,312,55,22,3,7,,,,,,,
,"Europ. Kult./Ideengeschichte",,146,,94,30,17,4,1,,,,,,,
,Geschichte,,2,,2,0,0,0,0,,,,,,,
,Literaturwissenschaft,,3,,3,0,0,0,0
,Pädagogik,,144,,116,14,12,0,2,,,,,,,
,"Ingenieurpädagogik Bautechnik",,3,,2,0,0,0,1,,,,,,,
,"Ingenieurpädagogik Metalltechnik",,3,,0,2,1,0,0,,,,,,,
,"Ingenieurpädagogik Elektrotechnik",,5,,3,0,2,0,0,,,,,,,
,Philosophie,,1,,1,0,0,0,0,,,,,,,
,Soziologie,,2,,2,0,0,0,0,,,,,,,
,"Sport Gesamt",,133,,105,15,9,1,3,,,,,,,
,"Wissenschaft, Medien-Kommunikation",,30,,1,23,6,0,0,,,,,,,
"Fakultät für Architektur",,,,,,,,,,,,,,,,,,,,
,Altbauinstandsetzung,672,7,,6,0,0,0,1,,,,,,,
,Architektur,,493,,346,87,25,2,33,,,,,,,
,Kunstgeschichte,,172,,100,48,22,0,2,,,,,,,
,,,,,,,,,,,,,,,,
§PAGEBREAK
"Statistik 5 - (Studentinnen nach dem 1.Studienfach - [1.Studiengang]) "
Fakultät,Fach,Gesamt,,davon,"Rück-
melder","Erst-
immatr.","        Neuimmatrikulierte",,beurlaubt
,,Fakultät,Fach,,,,1.FSem.,höh.Sem.,
,,,,,,,,,,,,,,,,
"Fakultät für Bauingenieur-, Geo- und Umweltwissenschaften",,,,,,,,,,,,,,,,
